,学生id,助学金金额
548,1666,0
549,1667,0
550,1674,0
551,1675,0
552,1682,0
553,1683,0
554,1686,0
555,1687,0
556,1696,0
557,1697,0
558,1714,0
559,1715,0
560,1720,0
561,1721,0
562,1724,0
563,1725,0
564,1732,0
565,1733,0
566,1734,0
567,1735,0
568,1742,0
569,1743,0
570,1744,0
571,1745,0
572,1748,0
573,1749,0
574,1754,0
575,1755,0
576,1756,0
577,1757,0
578,1758,0
579,1759,0
580,1760,0
581,1761,0
582,1780,0
583,1781,0
584,1788,0
585,1789,0
586,1790,0
587,1791,0
588,1792,0
589,1793,0
590,1796,0
591,1797,0
592,1798,0
593,1799,0
594,1800,0
595,1801,0
596,1804,0
597,1805,0
598,1822,0
599,1823,0
600,1824,0
601,1825,0
602,1828,0
603,1829,0
604,1836,0
605,1837,0
606,1844,0
607,1845,0
608,1856,0
609,1857,0
610,1862,0
611,1863,0
612,1866,0
613,1867,0
614,1868,0
615,1869,0
616,1876,0
617,1877,0
618,1878,0
619,1879,0
620,1880,0
621,1881,0
622,1886,0
623,1887,0
624,1890,0
625,1891,0
626,1892,0
627,1893,0
628,1900,0
629,1901,0
630,1904,0
631,1905,0
632,1910,0
633,1911,0
634,1914,0
635,1915,0
636,1926,0
637,1927,0
638,1928,0
639,1929,0
640,1938,0
641,1939,0
642,1942,0
643,1943,0
644,1944,0
645,1945,0
646,1946,0
647,1947,0
648,1948,0
649,1949,0
650,1954,0
651,1955,0
652,1964,0
653,1965,0
654,1966,0
655,1967,0
656,1972,0
657,1973,0
658,1974,0
659,1975,0
660,1994,0
661,1995,0
662,1996,0
663,1997,0
664,1998,0
665,1999,0
666,2004,0
667,2005,0
668,2006,0
669,2007,0
670,2018,0
671,2019,0
672,2030,0
673,2031,0
674,2032,0
675,2033,0
676,2034,0
677,2035,0
678,2048,0
679,2049,0
680,2052,0
681,2053,0
682,2056,0
683,2057,0
684,2070,0
685,2071,0
686,2076,0
687,2077,0
688,2094,0
689,2095,0
690,2096,0
691,2097,0
692,2126,0
693,2127,0
694,2128,0
695,2129,0
696,2130,0
697,2131,0
698,2138,0
699,2139,0
700,2156,0
701,2157,0
702,2164,0
703,2165,0
704,2168,0
705,2169,0
706,2178,0
707,2179,0
708,2180,0
709,2181,0
710,2196,0
711,2197,0
712,2206,0
713,2207,0
714,2214,0
715,2215,0
716,2224,0
717,2225,0
718,2228,0
719,2229,0
720,2230,0
721,2231,0
722,2236,0
723,2237,0
724,2246,0
725,2247,0
726,2248,0
727,2249,0
728,2264,0
729,2265,0
730,2266,0
731,2267,0
732,2272,0
733,2273,0
734,2298,0
735,2299,0
736,2310,0
737,2311,0
738,2314,0
739,2315,0
740,2318,0
741,2319,0
742,2348,0
743,2349,0
744,2354,0
745,2355,0
746,2358,0
747,2359,0
748,2362,0
749,2363,0
750,2366,0
751,2367,0
752,2368,0
753,2369,0
754,2372,0
755,2373,0
756,2374,0
757,2375,0
758,2380,0
759,2381,0
760,2382,0
761,2383,0
762,2384,0
763,2385,0
764,2390,0
765,2391,0
766,2402,0
767,2403,0
768,2408,0
769,2409,0
770,2410,0
771,2411,0
772,2424,0
773,2425,0
774,2432,0
775,2433,0
776,2438,0
777,2439,0
778,2442,0
779,2443,0
780,2444,0
781,2445,0
782,2448,0
783,2449,0
784,2454,0
785,2455,0
786,2456,0
787,2457,0
788,2460,0
789,2461,0
790,2462,0
791,2463,0
792,2464,0
793,2465,0
794,2466,0
795,2467,0
796,2478,0
797,2479,0
798,2482,0
799,2483,0
800,2486,0
801,2487,0
802,2490,0
803,2491,0
804,2492,0
805,2493,0
806,2494,0
807,2495,0
808,2498,0
809,2499,0
810,2500,0
811,2501,0
812,2508,0
813,2509,0
814,2510,0
815,2511,0
816,2516,0
817,2517,0
818,2532,0
819,2533,0
820,2540,0
821,2541,0
822,2550,0
823,2551,0
824,2556,0
825,2557,0
826,2562,0
827,2563,0
828,2570,0
829,2571,0
830,2572,0
831,2573,0
832,2576,0
833,2577,0
834,2580,0
835,2581,0
836,2582,0
837,2583,0
838,2584,0
839,2585,0
840,2598,0
841,2599,0
842,2606,0
843,2607,0
844,2612,0
845,2613,0
846,2622,0
847,2623,0
848,2626,0
849,2627,0
850,2628,0
851,2629,0
852,2632,0
853,2633,0
854,2636,0
855,2637,0
856,2644,0
857,2645,0
858,2648,0
859,2649,0
860,2654,0
861,2655,0
862,2656,0
863,2657,0
864,2658,0
865,2659,0
866,2662,0
867,2663,0
868,2672,0
869,2673,0
870,2674,0
871,2675,0
872,2678,0
873,2679,0
874,2680,0
875,2681,0
876,2682,0
877,2683,0
878,2690,0
879,2691,0
880,2696,0
881,2697,0
882,2700,0
883,2701,0
884,2706,0
885,2707,0
886,2708,0
887,2709,0
888,2712,0
889,2713,0
890,2720,0
891,2721,0
892,2722,0
893,2723,0
894,2730,0
895,2731,0
896,2732,0
897,2733,0
898,2738,0
899,2739,0
900,2748,0
901,2749,0
902,2764,0
903,2765,0
904,2766,0
905,2767,0
906,2776,0
907,2777,0
908,2782,0
909,2783,0
910,2788,0
911,2789,0
912,2802,0
913,2803,0
914,2810,0
915,2811,0
916,2818,0
917,2819,0
918,2826,0
919,2827,0
920,2838,0
921,2839,0
922,2856,0
923,2857,0
924,2858,0
925,2859,0
926,2864,0
927,2865,0
928,2872,0
929,2873,0
930,2878,0
931,2879,0
932,2894,0
933,2895,0
934,2904,0
935,2905,0
936,2906,0
937,2907,0
938,2914,0
939,2915,0
940,2920,0
941,2921,0
942,2926,0
943,2927,0
944,2930,0
945,2931,0
946,2938,0
947,2939,0
948,2944,0
949,2945,0
950,2948,0
951,2949,0
952,2952,0
953,2953,0
954,2954,0
955,2955,0
956,2956,0
957,2957,0
958,2958,0
959,2959,0
960,2962,0
961,2963,0
962,2970,0
963,2971,0
964,2972,0
965,2973,0
966,2974,0
967,2975,0
968,2976,0
969,2977,0
970,2982,0
971,2983,0
972,2984,0
973,2985,0
974,2990,0
975,2991,0
976,2992,0
977,2993,0
978,2996,0
979,2997,0
980,3012,0
981,3013,0
982,3014,0
983,3015,0
984,3018,0
985,3019,0
986,3034,0
987,3035,0
988,3048,0
989,3049,0
990,3062,0
991,3063,0
992,3076,0
993,3077,0
994,3080,0
995,3081,0
996,3086,0
997,3087,0
998,3094,0
999,3095,0
1000,3096,0
1001,3097,0
1002,3114,0
1003,3115,0
1004,3120,0
1005,3121,0
1006,3122,0
1007,3123,0
1008,3124,0
1009,3125,0
1010,3126,0
1011,3127,0
1012,3144,0
1013,3145,0
1014,3148,0
1015,3149,0
1016,3160,0
1017,3161,0
1018,3162,0
1019,3163,0
1020,3164,0
1021,3165,0
1022,3180,0
1023,3181,0
1024,3188,0
1025,3189,0
1026,3196,0
1027,3197,0
1028,3198,0
1029,3199,0
1030,3206,0
1031,3207,0
1032,3220,0
1033,3221,0
1034,3224,0
1035,3225,0
1036,3226,0
1037,3227,0
1038,3228,0
1039,3229,0
1040,3232,0
1041,3233,0
1042,3238,0
1043,3239,0
1044,3240,0
1045,3241,0
1046,3244,0
1047,3245,0
1048,3246,0
1049,3247,0
1050,3250,0
1051,3251,0
1052,3254,0
1053,3255,0
1054,3256,0
1055,3257,0
1056,3260,0
1057,3261,0
1058,3264,0
1059,3265,0
1060,3270,0
1061,3271,0
1062,3274,0
1063,3275,0
1064,3284,0
1065,3285,0
1066,3286,0
1067,3287,0
1068,3292,0
1069,3293,0
1070,3298,0
1071,3299,0
1072,3300,0
1073,3301,0
1074,3302,0
1075,3303,0
1076,3304,0
1077,3305,0
1078,3312,0
1079,3313,0
1080,3316,0
1081,3317,0
1082,3318,0
1083,3319,0
1084,3322,0
1085,3323,0
1086,3326,0
1087,3327,0
1088,3328,0
1089,3329,0
1090,3340,0
1091,3341,0
1092,3344,0
1093,3345,0
1094,3348,0
1095,3349,0
1096,3352,0
1097,3353,0
1098,3358,0
1099,3359,0
1100,3362,0
1101,3363,0
1102,3364,0
1103,3365,0
1104,3372,0
1105,3373,0
1106,3376,0
1107,3377,0
1108,3378,0
1109,3379,0
1110,3380,0
1111,3381,0
1112,3382,0
1113,3383,0
1114,3384,0
1115,3385,0
1116,3388,0
1117,3389,0
1118,3390,0
1119,3391,0
1120,3394,0
1121,3395,0
1122,3402,0
1123,3403,0
1124,3404,0
1125,3405,0
1126,3406,0
1127,3407,0
1128,3412,0
1129,3413,0
1130,3418,0
1131,3419,0
1132,3420,0
1133,3421,0
1134,3426,0
1135,3427,0
1136,3430,0
1137,3431,0
1138,3436,0
1139,3437,0
1140,3448,0
1141,3449,0
1142,3450,0
1143,3451,0
1144,3456,0
1145,3457,0
1146,3458,0
1147,3459,0
1148,3460,0
1149,3461,0
1150,3462,0
1151,3463,0
1152,3488,0
1153,3489,0
1154,3490,0
1155,3491,0
1156,3500,0
1157,3501,0
1158,3510,0
1159,3511,0
1160,3516,0
1161,3517,0
1162,3518,0
1163,3519,0
1164,3520,0
1165,3521,0
1166,3530,0
1167,3531,0
1168,3532,0
1169,3533,0
1170,3534,0
1171,3535,0
1172,3538,0
1173,3539,0
1174,3540,0
1175,3541,0
1176,3546,0
1177,3547,0
1178,3556,0
1179,3557,0
1180,3568,0
1181,3569,0
1182,3576,0
1183,3577,0
1184,3578,0
1185,3579,0
1186,3580,0
1187,3581,0
1188,3588,0
1189,3589,0
1190,3590,0
1191,3591,0
1192,3596,0
1193,3597,0
1194,3598,0
1195,3599,0
1196,3602,0
1197,3603,0
1198,3604,0
1199,3605,0
1200,3614,0
1201,3615,0
1202,3624,0
1203,3625,0
1204,3628,0
1205,3629,0
1206,3632,0
1207,3633,0
1208,3640,0
1209,3641,0
1210,3642,0
1211,3643,0
1212,3644,0
1213,3645,0
1214,3652,0
1215,3653,0
1216,3656,0
1217,3657,0
1218,3658,0
1219,3659,0
1220,3666,0
1221,3667,0
1222,3668,0
1223,3669,0
1224,3682,0
1225,3683,0
1226,3686,0
1227,3687,0
1228,3692,0
1229,3693,0
1230,3696,0
1231,3697,0
1232,3700,0
1233,3701,0
1234,3702,0
1235,3703,0
1236,3704,0
1237,3705,0
1238,3706,0
1239,3707,0
1240,3708,0
1241,3709,0
1242,3710,0
1243,3711,0
1244,3712,0
1245,3713,0
1246,3726,0
1247,3727,0
1248,3738,0
1249,3739,0
1250,3750,0
1251,3751,0
1252,3754,0
1253,3755,0
1254,3766,0
1255,3767,0
1256,3772,0
1257,3773,0
1258,3774,0
1259,3775,0
1260,3776,0
1261,3777,0
1262,3778,0
1263,3779,0
1264,3786,0
1265,3787,0
1266,3808,0
1267,3809,0
1268,3816,0
1269,3817,0
1270,3818,0
1271,3819,0
1272,3822,0
1273,3823,0
1274,3824,0
1275,3825,0
1276,3826,0
1277,3827,0
1278,3832,0
1279,3833,0
1280,3846,0
1281,3847,0
1282,3850,0
1283,3851,0
1284,3852,0
1285,3853,0
1286,3860,0
1287,3861,0
1288,3862,0
1289,3863,0
1290,3872,0
1291,3873,0
1292,3874,0
1293,3875,0
1294,3876,0
1295,3877,0
1296,3882,0
1297,3883,0
1298,3892,0
1299,3893,0
1300,3896,0
1301,3897,0
1302,3902,0
1303,3903,0
1304,3914,0
1305,3915,0
1306,3918,0
1307,3919,0
1308,3922,0
1309,3923,0
1310,3946,0
1311,3947,0
1312,3954,0
1313,3955,0
1314,3958,0
1315,3959,0
1316,3962,0
1317,3963,0
1318,3964,0
1319,3965,0
1320,3968,0
1321,3969,0
1322,3980,0
1323,3981,0
1324,3986,0
1325,3987,0
1326,3988,0
1327,3989,0
1328,3990,0
1329,3991,0
1330,3998,0
1331,3999,0
1332,4014,0
1333,4015,0
1334,4022,0
1335,4023,0
1336,4030,0
1337,4031,0
1338,4032,0
1339,4033,0
1340,4040,0
1341,4041,0
1342,4052,0
1343,4053,0
1344,4068,0
1345,4069,0
1346,4070,0
1347,4071,0
1348,4072,0
1349,4073,0
1350,4074,0
1351,4075,0
1352,4084,0
1353,4085,0
1354,4092,0
1355,4093,0
1356,4106,0
1357,4107,0
1358,4116,0
1359,4117,0
1360,4122,0
1361,4123,0
1362,4132,0
1363,4133,0
1364,4136,0
1365,4137,0
1366,4140,0
1367,4141,0
1368,4142,0
1369,4143,0
1370,4160,0
1371,4161,0
1372,4164,0
1373,4165,0
1374,4176,0
1375,4177,0
1376,4182,0
1377,4183,0
1378,4186,0
1379,4187,0
1380,4188,0
1381,4189,0
1382,4190,0
1383,4191,0
1384,4194,0
1385,4195,0
1386,4198,0
1387,4199,0
1388,4202,0
1389,4203,0
1390,4230,0
1391,4231,0
1392,4238,0
1393,4239,0
1394,4242,0
1395,4243,0
1396,4244,0
1397,4245,0
1398,4246,0
1399,4247,0
1400,4248,0
1401,4249,0
1402,4250,0
1403,4251,0
1404,4254,0
1405,4255,0
1406,4258,0
1407,4259,0
1408,4264,0
1409,4265,0
1410,4268,0
1411,4269,0
1412,4274,0
1413,4275,0
1414,4282,0
1415,4283,0
1416,4298,0
1417,4299,0
1418,4306,0
1419,4307,0
1420,4308,0
1421,4309,0
1422,4320,0
1423,4321,0
1424,4322,0
1425,4323,0
1426,4324,0
1427,4325,0
1428,4336,0
1429,4337,0
1430,4344,0
1431,4345,0
1432,4350,0
1433,4351,0
1434,4354,0
1435,4355,0
1436,4356,0
1437,4357,0
1438,4364,0
1439,4365,0
1440,4380,0
1441,4381,0
1442,4386,0
1443,4387,0
1444,4390,0
1445,4391,0
1446,4396,0
1447,4397,0
1448,4398,0
1449,4399,0
1450,4400,0
1451,4401,0
1452,4402,0
1453,4403,0
1454,4408,0
1455,4409,0
1456,4410,0
1457,4411,0
1458,4416,0
1459,4417,0
1460,4418,0
1461,4419,0
1462,4422,0
1463,4423,0
1464,4426,0
1465,4427,0
1466,4434,0
1467,4435,0
1468,4452,0
1469,4453,0
1470,4454,0
1471,4455,0
1472,4460,0
1473,4461,0
1474,4464,0
1475,4465,0
1476,4472,0
1477,4473,0
1478,4476,0
1479,4477,0
1480,4480,0
1481,4481,0
1482,4484,0
1483,4485,0
1484,4488,0
1485,4489,0
1486,4496,0
1487,4497,0
1488,4512,0
1489,4513,0
1490,4528,0
1491,4529,0
1492,4544,0
1493,4545,0
1494,4548,0
1495,4549,0
1496,4550,0
1497,4551,0
1498,4552,0
1499,4553,0
1500,4564,0
1501,4565,0
1502,4576,0
1503,4577,0
1504,4578,0
1505,4579,0
1506,4584,0
1507,4585,0
1508,4594,0
1509,4595,0
1510,4596,0
1511,4597,0
1512,4604,0
1513,4605,0
1514,4606,0
1515,4607,0
1516,4608,0
1517,4609,0
1518,4610,0
1519,4611,0
1520,4612,0
1521,4613,0
1522,4614,0
1523,4615,0
1524,4616,0
1525,4617,0
1526,4618,0
1527,4619,0
1528,4626,0
1529,4627,0
1530,4636,0
1531,4637,0
1532,4654,0
1533,4655,0
1534,4668,0
1535,4669,0
1536,4674,0
1537,4675,0
1538,4676,0
1539,4677,0
1540,4680,0
1541,4681,0
1542,4682,0
1543,4683,0
1544,4688,0
1545,4689,0
1546,4690,0
1547,4691,0
1548,4694,0
1549,4695,0
1550,4696,0
1551,4697,0
1552,4698,0
1553,4699,0
1554,4700,0
1555,4701,0
1556,4702,0
1557,4703,0
1558,4704,0
1559,4705,0
1560,4710,0
1561,4711,0
1562,4712,0
1563,4713,0
1564,4714,0
1565,4715,0
1566,4718,0
1567,4719,0
1568,4730,0
1569,4731,0
1570,4742,0
1571,4743,0
1572,4746,0
1573,4747,0
1574,4748,0
1575,4749,0
1576,4752,0
1577,4753,0
1578,4766,0
1579,4767,0
1580,4776,0
1581,4777,0
1582,4778,0
1583,4779,0
1584,4780,0
1585,4781,0
1586,4788,0
1587,4789,0
1588,4796,0
1589,4797,0
1590,4798,0
1591,4799,0
1592,4800,0
1593,4801,0
1594,4802,0
1595,4803,0
1596,4818,0
1597,4819,0
1598,4822,0
1599,4823,0
1600,4826,0
1601,4827,0
1602,4828,0
1603,4829,0
1604,4836,0
1605,4837,0
1606,4846,0
1607,4847,0
1608,4860,0
1609,4861,0
1610,4864,0
1611,4865,0
1612,4866,0
1613,4867,0
1614,4876,0
1615,4877,0
1616,4880,0
1617,4881,0
1618,4882,0
1619,4883,0
1620,4888,0
1621,4889,0
1622,4910,0
1623,4911,0
1624,4912,0
1625,4913,0
1626,4916,0
1627,4917,0
1628,4918,0
1629,4919,0
1630,4922,0
1631,4923,0
1632,4924,0
1633,4925,0
1634,4926,0
1635,4927,0
1636,4928,0
1637,4929,0
1638,4936,0
1639,4937,0
1640,4938,0
1641,4939,0
1642,4940,0
1643,4941,0
1644,4946,0
1645,4947,0
1646,4948,0
1647,4949,0
1648,4956,0
1649,4957,0
1650,4958,0
1651,4959,0
1652,4960,0
1653,4961,0
1654,4966,0
1655,4967,0
1656,4968,0
1657,4969,0
1658,4970,0
1659,4971,0
1660,4984,0
1661,4985,0
1662,4990,0
1663,4991,0
1664,4996,0
1665,4997,0
1666,5004,0
1667,5005,0
1668,5012,0
1669,5013,0
1670,5014,0
1671,5015,0
1672,5016,0
1673,5017,0
1674,5022,0
1675,5023,0
1676,5026,0
1677,5027,0
1678,5034,0
1679,5035,0
1680,5056,0
1681,5057,0
1682,5066,0
1683,5067,0
1684,5068,0
1685,5069,0
1686,5072,0
1687,5073,0
1688,5078,0
1689,5079,0
1690,5086,0
1691,5087,0
1692,5090,0
1693,5091,0
1694,5094,0
1695,5095,0
1696,5098,0
1697,5099,0
1698,5102,0
1699,5103,0
1700,5114,0
1701,5115,0
1702,5118,0
1703,5119,0
1704,5120,0
1705,5121,0
1706,5122,0
1707,5123,0
1708,5128,0
1709,5129,0
1710,5150,0
1711,5151,0
1712,5168,0
1713,5169,0
1714,5170,0
1715,5171,0
1716,5182,0
1717,5183,0
1718,5184,0
1719,5185,0
1720,5192,0
1721,5193,0
1722,5194,0
1723,5195,0
1724,5196,0
1725,5197,0
1726,5198,0
1727,5199,0
1728,5202,0
1729,5203,0
1730,5204,0
1731,5205,0
1732,5208,0
1733,5209,0
1734,5212,0
1735,5213,0
1736,5214,0
1737,5215,0
1738,5224,0
1739,5225,0
1740,5238,0
1741,5239,0
1742,5246,0
1743,5247,0
1744,5250,0
1745,5251,0
1746,5252,0
1747,5253,0
1748,5254,0
1749,5255,0
1750,5258,0
1751,5259,0
1752,5264,0
1753,5265,0
1754,5268,0
1755,5269,0
1756,5274,0
1757,5275,0
1758,5282,0
1759,5283,0
1760,5288,0
1761,5289,0
1762,5290,0
1763,5291,0
1764,5292,0
1765,5293,0
1766,5300,0
1767,5301,0
1768,5308,0
1769,5309,0
1770,5314,0
1771,5315,0
1772,5316,0
1773,5317,0
1774,5322,0
1775,5323,0
1776,5326,0
1777,5327,0
1778,5346,0
1779,5347,0
1780,5352,0
1781,5353,0
1782,5362,0
1783,5363,0
1784,5368,0
1785,5369,0
1786,5372,0
1787,5373,0
1788,5382,0
1789,5383,0
1790,5384,0
1791,5385,0
1792,5386,0
1793,5387,0
1794,5390,0
1795,5391,0
1796,5394,0
1797,5395,0
1798,5398,0
1799,5399,0
1800,5408,0
1801,5409,0
1802,5418,0
1803,5419,0
1804,5420,0
1805,5421,0
1806,5422,0
1807,5423,0
1808,5428,0
1809,5429,0
1810,5430,0
1811,5431,0
1812,5434,0
1813,5435,0
1814,5438,0
1815,5439,0
1816,5444,0
1817,5445,0
1818,5460,0
1819,5461,0
1820,5462,0
1821,5463,0
1822,5470,0
1823,5471,0
1824,5474,0
1825,5475,0
1826,5478,0
1827,5479,0
1828,5488,0
1829,5489,0
1830,5508,0
1831,5509,0
1832,5520,0
1833,5521,0
1834,5528,0
1835,5529,0
1836,5532,0
1837,5533,0
1838,5536,0
1839,5537,0
1840,5544,0
1841,5545,0
1842,5548,0
1843,5549,0
1844,5554,0
1845,5555,0
1846,5558,0
1847,5559,0
1848,5564,0
1849,5565,0
1850,5566,0
1851,5567,0
1852,5574,0
1853,5575,0
1854,5578,0
1855,5579,0
1856,5580,0
1857,5581,0
1858,5594,0
1859,5595,0
1860,5606,0
1861,5607,0
1862,5610,0
1863,5611,0
1864,5620,0
1865,5621,0
1866,5632,0
1867,5633,0
1868,5634,0
1869,5635,0
1870,5650,0
1871,5651,0
1872,5662,0
1873,5663,0
1874,5670,0
1875,5671,0
1876,5672,0
1877,5673,0
1878,5692,0
1879,5693,0
1880,5700,0
1881,5701,0
1882,5706,0
1883,5707,0
1884,5710,0
1885,5711,0
1886,5718,0
1887,5719,0
1888,5720,0
1889,5721,0
1890,5722,0
1891,5723,0
1892,5724,0
1893,5725,0
1894,5726,0
1895,5727,0
1896,5728,0
1897,5729,0
1898,5754,0
1899,5755,0
1900,5764,0
1901,5765,0
1902,5770,0
1903,5771,0
1904,5772,0
1905,5773,0
1906,5776,0
1907,5777,0
1908,5778,0
1909,5779,0
1910,5780,0
1911,5781,0
1912,5792,0
1913,5793,0
1914,5794,0
