id,loss
989,2161.079876573312
994,3524.8875784835086
995,2360.0157472782066
998,3465.680437983147
1000,4332.1167114446735
1018,2147.5493945938483
1019,3321.435855539666
1028,2807.730344315678
1034,1576.6389649473463
1038,2287.7952421182395
1040,1653.7833382494416
1042,1540.1878005326748
1057,6104.165224277878
1058,2549.412679384437
1063,2084.0247138898385
1066,2641.652828776159
1071,4021.971671533848
1073,3023.895118856609
1074,2586.3319185095984
1077,3869.1054284929014
1080,10042.5837352269
1088,1556.8713092859923
1096,1527.6729744849051
1097,8787.277985685163
1105,6182.039843675941
1115,2025.5450950138813
1116,2412.576081206619
1122,2799.036582363049
1130,3366.1093367273124
1133,1448.4046104877812
1137,3782.0433685983453
1140,2318.34647093918
1143,7439.423622506304
1149,6343.869275759316
1150,1469.5017794051348
1153,1527.6729744849051
1157,2150.4745073515387
1180,1430.3775473843255
1183,1654.235884371847
1188,2142.216947649502
1193,1540.1878005326748
1200,1542.1087938820342
1209,3680.2446240100603
1214,2194.239094168853
1219,2245.8574012193694
1223,6160.37229387881
1227,1430.3775473843255
1228,2008.3598287900465
1229,4070.4649818624143
1233,2515.5601858385494
1238,2641.652828776159
1239,2120.1573723758074
1241,3699.830356266135
1243,2147.5493945938483
1244,1558.6119018438908
1245,4317.25093421484
1277,4269.960446735689
1279,4241.998262646326
1292,7008.225384846424
1293,2150.4745073515387
1299,9331.586115788012
1304,3699.901562647782
1313,4790.022452903375
1328,3883.236726767883
1330,1892.9240155942032
1334,2147.5493945938483
1335,1632.694982666749
1336,4044.1085908650284
1341,1542.1087938820342
1344,1620.1801566189793
1351,1527.6729744849051
1352,2279.1844910266304
1354,1597.7361338647002
1368,4890.143688436116
1373,1650.7220457702047
1375,1430.3775473843255
1381,2232.4725173346405
1384,3153.961893579315
1385,3206.5548404862548
1388,5640.284236810474
1401,4315.621160664032
1402,2396.3046557555344
1404,1601.6060825399704
1406,2147.5493945938483
1409,1527.6729744849051
1422,2150.4745073515387
1429,3632.2025375604053
1433,5278.108724426406
1438,1448.4046104877812
1444,1665.1578651673335
1446,1647.1308020638778
1450,1665.1578651673335
1451,1542.1087938820342
1454,2184.294717869411
1458,3093.8956795540244
1461,2350.259754212242
1464,5530.912648296287
1465,1620.1801566189793
1478,1598.1683462838275
1479,2107.4035823987706
1480,3966.792246378609
1484,2143.9677521357075
1486,1982.1935561317034
1488,1430.3775473843255
1489,3191.2762424233506
1491,2107.8350936497386
1507,4168.988473061928
1515,2889.534659813012
1519,2604.19206074595
1528,2915.360934054136
1529,2084.0247138898385
1530,3498.069437181233
1532,1500.0049752158586
1541,2264.219787727994
1542,3914.391876571405
1547,3322.217857970837
1549,1592.9632768471356
1553,2528.516447962302
1554,2451.847023360437
1555,2171.3597743537484
1559,2147.5493945938483
1565,1848.104212348341
1568,1471.6745843821604
1576,2908.994743761309
1579,1430.3775473843255
1592,2147.5493945938483
1596,2942.602726992205
1605,1542.1087938820342
1607,2199.0315035217654
1612,2168.5163253796627
1617,2904.2230644444976
1619,3022.225891847459
1620,8126.567150161523
1624,2231.3057636031144
1627,1620.1801566189793
1633,2022.5904092812493
1636,1553.2246372326263
1639,1558.6119018438908
1640,2991.014210129838
1644,2048.485024664503
1646,1634.615976016108
1647,3782.0433685983453
1654,1614.8315488010126
1655,3615.080344744552
1664,6141.183450380145
1665,2306.3349885886882
1667,6078.101906425551
1669,1620.1801566189793
1678,2377.473070745785
1682,2583.8373582288627
1689,2048.485024664503
1690,2210.956111159566
1693,5740.791577435707
1695,1430.3775473843255
1705,3555.2973696115673
1706,2033.692538999674
1708,2138.498856664589
1716,2531.5321285198957
1720,7331.186554638649
1722,2174.284887111439
1749,5029.31812015988
1750,3782.0433685983453
1751,6002.514195017882
1760,2267.2085356331027
1763,2904.9301080997475
1770,2528.516447962302
1777,2147.5493945938483
1785,4543.925684215221
1791,1620.1801566189793
1794,4407.344010042574
1800,2147.5493945938483
1816,1558.2148636361305
1817,2150.4745073515387
1821,2967.2496852643226
1836,1572.6506830332596
1838,2147.5493945938483
1851,4165.07746249307
1852,4555.665028924687
1854,2318.34647093918
1856,1430.3775473843255
1865,1430.3775473843255
1872,2028.4702077715715
1878,1430.3775473843255
1880,1579.3120325534842
1881,2196.619565798648
1882,1597.7361338647002
1886,1430.3775473843255
1892,2032.2822177858955
1894,3061.4754517734395
1898,3450.6474068010293
1899,3937.945842473172
1902,1565.3817394676214
1903,6042.491296572749
1906,3775.920224197719
1910,3237.513351315678
1911,1713.77609155697
1914,3691.790742936967
1929,3771.951158937961
1932,2150.4745073515387
1952,2084.0247138898385
1959,1558.2148636361305
1960,2135.506822817756
1976,4212.91704715053
1980,3433.082081257772
1981,2263.069359260348
1987,2334.387837503153
1994,2138.15222862547
2000,2263.069359260348
2008,3364.2997132212004
2011,3375.8788680751086
2012,5494.033895881145
2019,2520.7833704822124
2022,3367.836456479288
2024,4660.87801226916
2028,1620.1801566189793
2030,3318.4652449616215
2031,6750.266278798811
2047,2034.2254103771897
2049,1540.1878005326748
2050,1632.3281612705882
2051,4037.979324114772
2056,2264.219787727994
2057,1620.1801566189793
2059,3495.8471131570855
2069,3542.8983653110736
2085,3346.6176474289264
2089,1554.623619929804
2090,1598.1683462838275
2101,2800.7191392998793
2114,3798.686388570836
2115,2150.4745073515387
2118,1569.6298513543165
2119,2424.7222322179837
2125,2150.4745073515387
2128,3820.2582880644354
2129,3782.0433685983453
2132,2106.115614942276
2133,3890.1626226429594
2135,2084.0247138898385
2136,2174.284887111439
2143,2135.506822817756
2144,1540.1878005326748
2145,4111.791441280826
2152,4055.257678850023
2160,2831.614536657463
2166,2147.5493945938483
2169,1527.6729744849051
2170,3633.1879312146775
2172,2120.1573723758074
2181,4165.07746249307
2183,2174.284887111439
2185,3954.2938238513293
2188,2376.9952467298326
2189,2245.595610660703
2194,3331.9670088544067
2202,2147.5493945938483
2208,3303.4198890609055
2227,1985.9733647780126
2230,6333.979406417105
2235,2120.1573723758074
2236,2107.4035823987706
2244,6771.371991038979
2248,1683.967219339167
2252,1732.709014209026
2254,2008.3598287900465
2260,5464.008082650578
2263,2147.5493945938483
2274,1638.2072197224347
2277,2033.6756650596205
2279,6419.40266220847
2280,11555.21373872795
2283,4406.770699517916
2284,1430.3775473843255
2288,6071.634310633598
2292,2130.3002317005626
2295,6194.868073942727
2296,2196.619565798648
2299,2522.3804647647657
2315,6302.3553149758445
2318,2047.5170370124306
2329,9841.134791542776
2337,2150.4745073515387
2340,2147.5493945938483
2342,2147.5493945938483
2347,6152.104556464887
2349,4103.436711030175
2354,2045.5599119068124
2361,2450.336578989655
2370,1600.171740505542
2378,3028.8198734241923
2382,5214.398521616173
2387,2097.400773465009
2389,2334.387837503153
2394,1979.2926116781903
2396,1576.6389649473463
2400,3780.7044009478677
2407,4165.07746249307
2414,1620.1801566189793
2415,2147.7384058488215
2421,2687.2250899231135
2427,2189.062826930681
2428,4062.290957712229
2430,2989.971394327439
2435,2528.516447962302
2445,4596.749716676963
2446,2203.4047123229857
2447,2120.1573723758074
2449,2299.242509182415
2451,2176.898541917507
2458,11371.043236206013
2462,8697.534677735419
2463,3827.4144289371843
2467,2320.9029779627526
2471,6089.532363173823
2475,5190.251474254639
2478,3023.658394775882
2483,2641.652828776159
2485,1558.2148636361305
2487,1527.6729744849051
2494,1430.3775473843255
2497,2593.7914728032556
2499,1574.1569661908177
2503,2147.7384058488215
2513,2769.746087660013
2515,2952.166491896113
2522,2111.4167361078794
2523,2158.1547638156217
2528,2503.4792796054307
2532,5935.082192098554
2536,1468.172266149135
2538,2706.215051134771
2539,1554.623619929804
2540,3713.65091480303
2545,5626.233874230702
2548,1634.615976016108
2549,2084.0247138898385
2553,2549.412679384437
2563,1556.129903087362
2566,3203.2853579373436
2574,2147.5493945938483
2575,4013.543890752495
2584,2306.3349885886882
2588,5272.170994302672
2589,1538.8442461825366
2592,1932.5840800791939
2596,1610.990339950591
2598,1911.640341904996
2602,1592.9632768471356
2603,3225.154583857672
2607,2317.954204666628
2609,1647.1308020638778
2611,5512.958236295819
2627,2173.2604065998376
2628,2236.6122580512642
2630,2586.3319185095984
2633,2142.288016763143
2636,8255.89581138803
2640,1535.0327341700083
2641,2147.5198216189065
2657,5427.295267139155
2659,1542.1087938820342
2662,2120.1573723758074
2663,2173.2604065998376
2667,2965.4459644498215
2670,1527.6729744849051
2682,2488.642443312933
2694,3480.6251813170334
2699,4905.226584825823
2700,3600.452441672205
2703,4609.2370581027135
2708,2691.5720720896825
2714,1469.5017794051348
2725,1634.615976016108
2726,1568.9322628087461
2727,1620.1801566189793
2732,3910.0247360534013
2733,6432.982113285819
2736,6141.295721113298
2745,2586.3319185095984
2760,1558.2148636361305
2764,2184.294717869411
2765,6447.835031636916
2766,1430.3775473843255
2775,1836.8042031998095
2783,2623.2543914492167
2784,2147.5493945938483
2786,1850.5516643707365
2801,1471.6745843821604
2803,1632.694982666749
2813,6104.165224277878
2815,6047.351765839847
2816,3690.3760027617145
2818,2884.927211333057
2819,5215.96392470174
2822,1558.2148636361305
2825,2232.752224284617
2826,2196.619565798648
2830,2430.260999781742
2834,2147.5493945938483
2835,3895.3562749907696
2856,2147.5493945938483
2873,6024.112401146352
2886,5319.693491185116
2892,2260.1442465026576
2896,2018.167889688772
2897,2147.5493945938483
2899,2195.3606449389067
2901,2084.0247138898385
2909,5603.598123345106
2914,4272.178255439279
2915,1975.661899742117
2916,2915.360934054136
2919,1448.4046104877812
2926,3741.6957448432354
2927,2589.5209367332245
2933,3034.9148105906065
2934,2960.7178572953258
2941,2306.3349885886882
2942,1969.7640254684375
2946,2998.179075292477
2949,2793.543795111646
2952,3241.063546130269
2957,10594.762642143956
2962,2191.407309601499
2963,2084.0247138898385
2965,2196.0768177891337
2966,7160.09308629748
2971,2531.941290954862
2975,1430.3775473843255
2979,1527.6729744849051
2985,8120.390466667214
2995,3132.4412604164363
2996,2150.4745073515387
3001,5927.212162834241
3007,2663.7603578143435
3008,1527.6729744849051
3014,5112.957389161477
3017,11822.914638083606
3021,1634.615976016108
3025,3067.47983630108
3026,2142.216947649502
3034,2551.026382186075
3035,2782.292560763715
3044,2445.883006713665
3046,2458.7273230053797
3047,5603.598123345106
3057,3620.3525707318527
3059,4465.714354086988
3063,5238.034341374486
3065,2147.5493945938483
3067,5215.96392470174
3069,2171.3597743537484
3076,3799.730391384358
3086,1558.2148636361305
3088,2696.072106344443
3090,1572.827452934818
3096,3077.313725384202
3100,1556.8713092859923
3102,2400.9118524580836
3103,2702.905834669229
3107,2171.3597743537484
3118,2531.941290954862
3120,3167.9359295819513
3123,3711.8540906559683
3128,1598.4755139028214
3132,2150.6635186065114
3140,2084.0247138898385
3152,3217.177454851028
3165,4325.686070143554
3183,2655.8366274219757
3190,1527.6729744849051
3197,2306.3349885886882
3201,1665.1578651673335
3203,1674.6518595361606
3214,3465.3385347296016
3219,3782.0433685983453
3220,1911.640341904996
3221,3060.1311298832215
3229,1683.967219339167
3234,1572.6506830332596
3235,4332.229153048126
3240,2306.3349885886882
3241,2150.4745073515387
3249,2120.1573723758074
3254,2084.0247138898385
3264,3063.541413113803
3266,2586.3319185095984
3270,2120.1573723758074
3282,2084.0247138898385
3285,2120.1573723758074
3289,1579.3120325534842
3291,2299.22433515483
3295,1576.6389649473463
3299,1430.3775473843255
3302,1659.3698046586603
3303,5885.11151515046
3308,3945.651053956487
3309,2863.966651084307
3324,1986.1437120809474
3327,5572.752919555221
3330,4597.84974540049
3335,2115.282642444237
3339,3975.340507544758
3340,2652.088367923585
3343,2822.893313938687
3350,3502.7613215776896
3353,1650.7220457702047
3356,7504.576357563286
3361,3373.582385690187
3368,1430.3775473843255
3376,1632.694982666749
3381,2150.4745073515387
3383,2710.1966925749284
3397,4105.147161078553
3403,2262.2317808404973
3405,2184.294717869411
3410,2226.3314497122597
3412,3198.83473197739
3416,4303.919508580155
3417,1576.6389649473463
3423,3382.475788258049
3427,3703.2849745466256
3435,4468.705918500357
3439,2147.5493945938483
3441,2196.619565798648
3450,2676.32245862841
3453,2196.619565798648
3454,2008.3598287900465
3458,8417.18640960857
3459,2147.7384058488215
3467,3699.830356266135
3469,6422.199449981634
3477,1430.3775473843255
3478,7297.925161614774
3482,2120.1573723758074
3484,6225.690524639819
3506,1855.9343910382781
3515,6443.483485100041
3522,5352.053203007501
3523,2202.9471447027013
3526,1471.6745843821604
3532,1600.171740505542
3534,2147.7384058488215
3537,1830.2873534416856
3539,1540.1878005326748
3542,3969.405581543839
3545,2045.5599119068124
3552,1576.6389649473463
3554,2150.4745073515387
3573,2147.7384058488215
3576,1552.8669134198517
3577,3233.2218273085114
3580,2048.485024664503
3583,2084.0247138898385
3584,1717.2327191310214
3609,1572.6506830332596
3613,3652.4158118122396
3623,2065.24684501638
3624,3762.9410498565862
3638,6160.37229387881
3642,2321.9879169946157
3643,2055.322579294544
3647,2181.2701153567
3653,2919.746264115528
3654,3435.4194937652173
3656,2144.5947088612165
3658,1540.1878005326748
3659,4410.749100256767
3663,6236.231491650957
3664,3778.4690784620557
3666,1556.8713092859923
3681,1542.1087938820342
3689,2356.1077411238693
3694,5200.608871364615
3695,2150.4745073515387
3699,2150.4745073515387
3701,2147.5493945938483
3704,5571.070436684806
3721,1689.311667831631
3726,4362.848364001994
3727,2656.699549152738
3729,2238.421401080597
3731,3677.127424746287
3738,2081.6879490758224
3740,2488.166854578924
3744,2708.759892970523
3757,2045.5599119068124
3758,2084.0247138898385
3778,2147.5493945938483
3781,3894.699758844336
3790,5807.114973817903
3796,1448.4046104877812
3798,6379.534178611295
3804,1542.1087938820342
3813,1527.6729744849051
3814,1471.6745843821604
3815,4604.500812806277
3818,2147.5493945938483
3823,2224.1722631401826
3826,6095.455284548126
3831,2107.8350936497386
3834,2271.461192247846
3835,2503.4792796054307
3849,2205.0378085327093
3850,3423.3598963968952
3855,2184.294717869411
3864,2503.4792796054307
3867,3282.8941944407825
3871,1558.2148636361305
3879,1662.137033488391
3880,2725.439921038947
3882,3867.0067504301164
3884,7156.459293626312
3893,2620.961483041517
3895,2254.0916628514137
3901,2968.3083012963148
3903,1634.615976016108
3913,1579.3120325534842
3921,1539.129207236668
3929,2520.7833704822124
3947,2084.0247138898385
3962,2238.421401080597
3963,1542.1087938820342
3966,1943.9151924430455
3975,2045.5599119068124
3976,6155.221434139527
3977,2528.516447962302
3978,2233.2034448457066
3979,1662.137033488391
3983,2144.5947088612165
3985,1556.8713092859923
3989,6771.371991038979
3992,2451.847023360437
3995,2147.7384058488215
4008,2322.868563518647
4013,2208.1050976293113
4029,2528.516447962302
4035,3800.1210082306025
4040,2184.294717869411
4048,1469.5017794051348
4060,1692.6789226396163
4066,1489.7016474856161
4075,1450.1452030456794
4079,2300.7099910150164
4083,2042.6052261741806
4091,3324.673650802214
4092,6012.538482169217
4093,2351.691928379935
4098,2935.8447111162527
4108,1542.1087938820342
4109,1430.3775473843255
4110,5112.2155385382885
4116,2528.516447962302
4129,1702.0228500452963
4130,4118.272968301503
4140,2784.6854211277323
4146,2264.6651069657287
4150,4947.898892739868
4151,6570.8219749653335
4153,2147.5493945938483
4169,6785.089466547453
4170,2503.4792796054307
4179,1672.8951530262086
4183,4847.603202068628
4188,3061.130182626182
4190,2260.1442465026576
4193,3280.1144198111933
4201,6375.6020274107705
4205,1710.1236234131961
4210,2906.8627753029314
4226,2896.599538926263
4229,2239.5373708089546
4241,3435.5964764852747
4242,1926.5171353637295
4257,5335.792912560546
4258,1430.3775473843255
4260,2503.4792796054307
4263,4561.711616017145
4267,1527.6729744849051
4273,2168.5163253796627
4274,2203.634034435098
4277,2135.506822817756
4281,2045.5599119068124
4283,5423.74069419005
4293,2260.1442465026576
4294,2109.597767645395
4305,2457.1316328535386
4307,2872.8936037825483
4318,4258.6999777936735
4325,2690.3808541799804
4327,5497.122682727173
4332,2390.910951519791
4335,4762.7011195872
4336,2915.801815939784
4337,1430.3775473843255
4339,5578.213779431638
4343,1632.3281612705882
4346,1540.1878005326748
4348,2150.4745073515387
4350,3946.8192236330333
4358,3975.32421279162
4359,4003.887452754453
4363,2811.6782540603767
4366,5346.453187242815
4374,1471.6745843821604
4375,2147.7384058488215
4377,1577.968478203346
4393,3355.5085998197073
4395,4021.8938352669416
4400,1554.623619929804
4402,6890.570357078375
4404,7733.367418905053
4415,2145.6528190641866
4418,2993.7095506226706
4422,2209.3930650858065
4430,2150.4745073515387
4432,2183.0451437546044
4433,2084.0247138898385
4435,4596.081809637293
4438,2267.995116272295
4444,2171.3597743537484
4447,2260.1442465026576
4451,5724.231970980956
4452,2235.776826797329
4457,2055.5073727830545
4459,3100.90430101305
4469,1450.1452030456794
4471,7831.831470849963
4486,1430.3775473843255
4488,2520.7833704822124
4510,1560.1358569854897
4515,1527.6729744849051
4527,5844.770843136022
4530,1634.615976016108
4534,2120.1573723758074
4535,3906.0534617962753
4536,1665.1578651673335
4548,3784.8197819612897
4549,1634.615976016108
4551,7445.168643547037
4556,2435.6607009689874
4559,1430.3775473843255
4564,2171.3597743537484
4570,3987.8972089106037
4575,6952.236788593878
4584,3639.4918568504086
4585,3370.428817574936
4591,1632.694982666749
4592,2197.0707863597377
4593,2263.069359260348
4594,2147.5493945938483
4598,1710.1236234131961
4607,3389.1991430141256
4608,1632.694982666749
4620,2144.5947088612165
4621,3676.109750772187
4625,3418.224518442485
4635,5128.6621081457715
4638,5116.455468629634
4652,2238.421401080597
4657,3269.090799488895
4658,2209.3930650858065
4666,6104.165224277878
4672,2147.5493945938483
4676,2934.6406613642243
4680,2045.5599119068124
4681,4877.118875062117
4683,2952.4857671467166
4684,2171.3597743537484
4689,2436.615051120727
4690,2586.3319185095984
4692,2754.084821746123
4697,2024.1798549763232
4700,2208.1050976293113
4705,12336.540057283233
4721,2260.1442465026576
4726,3088.4243447406902
4729,2113.3738612134975
4731,3451.539408898895
4736,2940.3142357860597
4739,2236.046146149014
4740,2246.312304210968
4753,2150.4745073515387
4754,2836.424314771418
4755,2816.10301340987
4756,1809.825035338241
4759,2147.5493945938483
4764,2018.167889688772
4771,3871.076156367856
4772,2285.855258508647
4776,1430.3775473843255
4780,2250.9616631954136
4784,2184.294717869411
4786,2107.8350936497386
4787,4524.071893658283
4789,1652.6430391195638
4794,2184.294717869411
4800,4716.791240504569
4807,3081.641064148575
4813,6996.509522572642
4818,2492.7267688854895
4823,9533.590129594513
4824,1646.7639806677169
4829,2626.578231665296
4830,1538.8442461825366
4835,3246.782194162378
4844,2267.590219723419
4845,3313.586854467955
4846,2520.7833704822124
4847,1527.6729744849051
4854,2527.2896593653313
4857,2468.397088064371
4861,1448.4046104877812
4863,2256.841461685736
4866,4020.6786810904987
4869,3941.8204369227096
4871,2174.284887111439
4872,2523.947324464426
4875,2549.412679384437
4877,6648.668119865979
4878,2018.167889688772
4885,2260.1442465026576
4886,1850.7324714356678
4888,3677.127424746287
4890,2279.1844910266304
4896,1648.9246188950503
4899,2158.4054493759777
4913,1430.3775473843255
4916,2306.3349885886882
4920,3324.885553251358
4925,4026.6781609982063
4934,2269.604111459384
4941,3685.2015049953006
4946,1579.3120325534842
4954,2400.9118524580836
4956,1552.8669134198517
4958,3087.1712484812942
4965,1558.6119018438908
4966,2120.1573723758074
4970,3233.2218273085114
4977,2171.5487856087216
4980,2260.1442465026576
4984,2264.219787727994
4995,1558.6119018438908
4997,3800.1586881059548
4999,1593.7478519506133
5005,2984.8851265001517
5011,2065.24684501638
5015,2262.2317808404973
5016,2306.3349885886882
5019,2299.0581837587465
5024,2577.932922010992
5030,3049.9812201637806
5031,2503.4792796054307
5034,2586.3319185095984
5047,6826.433332975634
5048,2546.9181191037014
5052,2147.5493945938483
5061,2033.692538999674
5062,4633.438939347694
5067,3023.3102146342567
5068,4393.230210457912
5077,1448.4046104877812
5079,3138.721103871579
5090,5274.934325907885
5094,2597.5605500623924
5103,2624.825548102783
5104,1538.8442461825366
5106,2158.086017103419
5107,1662.8700504218134
5110,2143.9677521357075
5114,2440.3442391499066
5116,5871.842885528648
5121,6567.828068630724
5122,2177.7879626535805
5124,2084.0247138898385
5132,3868.9391500627344
5133,2184.294717869411
5138,1780.548477094589
5143,2003.9413262158298
5153,2264.219787727994
5154,2144.5947088612165
5155,1620.1801566189793
5160,2042.3770266239485
5169,3711.568649845093
5172,3860.314318146183
5173,2935.7652689280703
5179,2084.0247138898385
5182,4330.641460045617
5187,1540.1878005326748
5192,3942.5206399165536
5211,2171.3597743537484
5213,4478.192569670009
5219,1634.615976016108
5225,2214.9094464969735
5226,1620.1801566189793
5227,4618.2432016817165
5228,2150.4745073515387
5239,5103.428422647426
5241,2147.5493945938483
5244,1987.1463387693525
5248,3276.9037538994517
5260,1653.7921515841026
5266,1471.6745843821604
5273,2184.294717869411
5280,7124.616436092241
5298,4169.411229818087
5300,2150.4745073515387
5306,2894.6209276402988
5307,2150.4745073515387
5311,5421.179059842153
5316,2084.0247138898385
5323,1527.6729744849051
5332,2048.485024664503
5336,2143.9677521357075
5338,1632.694982666749
5342,3050.6241282478936
5347,2071.327416772331
5355,4362.848364001994
5357,2263.161492096151
5362,2084.0247138898385
5363,1600.171740505542
5364,2025.5450950138813
5366,3710.8763472148225
5374,4923.766076445341
5375,1538.8442461825366
5379,3202.062963019128
5380,2683.0489150228705
5383,1565.3817394676214
5385,1489.7016474856161
5390,2271.5139055717277
5393,5054.697244616363
5398,1710.1236234131961
5411,2423.040148273125
5414,1430.3775473843255
5429,1662.137033488391
5432,11308.74596446192
5436,1450.1452030456794
5437,4144.125604191541
5439,1692.6789226396163
5440,3814.616356849691
5449,1657.8889216016955
5458,2120.1573723758074
5460,1527.6729744849051
5462,2260.1442465026576
5463,3476.6214058831965
5465,2468.397088064371
5467,3647.7974701449375
5475,4117.27079342693
5483,2147.7384058488215
5485,1768.4388483084883
5489,3842.61733665156
5493,2488.642443312933
5497,1448.4046104877812
5501,1675.0030249526887
5506,1527.6729744849051
5507,2209.3930650858065
5510,2976.649529532666
5524,4378.290874181874
5531,1489.2694350664888
5542,2765.517602841489
5543,3183.4199010518414
5544,3312.6783674857725
5552,2219.1778022405733
5560,2306.862377840507
5563,3763.911545608794
5573,2199.5025511764825
5579,1540.1878005326748
5584,2228.3806508454245
5585,7475.252401169755
5594,2147.5493945938483
5595,2196.619565798648
5597,2067.5676804515797
5598,2150.4745073515387
5604,2041.9782694486719
5606,2452.4875204114664
5610,1469.5017794051348
5615,4692.1785356273085
5631,1579.3120325534842
5637,1552.8669134198517
5646,2037.7257875440978
5656,3733.7363278221274
5658,9720.968627856393
5666,2147.5493945938483
5668,2315.0290919089375
5673,1542.1087938820342
5680,1645.3740955539258
5691,2586.3319185095984
5692,7770.535789637351
5693,2155.2846799951863
5697,2290.70638241976
5698,2124.307871294471
5700,2460.5255567612107
5704,2046.5663189883576
5705,2794.2553757492788
5707,1561.2849694500287
5710,1527.6729744849051
5716,1538.8442461825366
5720,2048.485024664503
5722,2274.3445041330374
5727,2209.3930650858065
5733,2045.5599119068124
5737,3355.1902768235077
5742,4250.553511971374
5747,2120.1573723758074
5760,2196.619565798648
5774,2171.5487856087216
5788,5133.948769790637
5796,2147.7384058488215
5797,2048.485024664503
